,0,1,2,3
29,gdb9_21280,-33.080066238275094 kJ/mol,"[Vec3(x=0.05058246566772695, y=-0.360508366550917, z=0.057933147028698784), Vec3(x=0.1921713368306257, y=1.1836995744278624, z=0.3528505435970146), Vec3(x=-1.044279935169243, y=-0.24304020023203066, z=1.827804871124954), Vec3(x=0.8380702173107011, y=0.5045633621352579, z=-1.4037138603735855), Vec3(x=0.8216673595280923, y=-1.9918775690515709, z=-1.8685713807972206), Vec3(x=-0.2964092223883483, y=2.189068188267367, z=0.46806501382922505), Vec3(x=-1.3997986195940086, y=1.408119845384932, z=2.1848732344730273), Vec3(x=1.2868084013015988, y=-0.2918366911040948, z=-2.301081951632966), Vec3(x=-0.33250551084690727, y=-1.2536282215700094, z=-0.19209508955959453), Vec3(x=0.7285872854743465, y=-1.7538023218119996, z=-0.17248397812734773), Vec3(x=0.3572698078509582, y=-0.4198930341854066, z=-1.359146624428945), Vec3(x=-0.9420008227164374, y=0.5907668912510857, z=-0.7582498441516066), Vec3(x=-1.022623386949892, y=-0.3396579631705663, z=1.4885418964756312), Vec3(x=1.4958882579398924, y=0.5821001030891573, z=0.09710210569638633), Vec3(x=-0.733442177772508, y=0.19587871940562707, z=1.5781099280154223)] kJ/(nm mol)","[Vec3(x=0.5119069660294215, y=-1.2646425778622419, z=-0.7615364907552946), Vec3(x=-0.6489930900027758, y=1.0309824126904346, z=1.7201599590767103), Vec3(x=2.5158888483994133, y=2.7315961526194315, z=-4.1840561142003025), Vec3(x=-0.07630671461899396, y=0.24627798842999482, z=0.20584701100082725), Vec3(x=0.5800525707245612, y=-2.4869487734722107, z=-1.3439147379375243), Vec3(x=-0.6727319099800297, y=2.1562491206866845, z=1.1386259618843244), Vec3(x=0.9561284862079589, y=2.6853977651712597, z=-1.8441167487210421), Vec3(x=-2.3018233016334193, y=-2.7778517328169983, z=3.7826963204931587), Vec3(x=-0.7058012218432803, y=-1.6543375965749956, z=-0.6762281615757093), Vec3(x=1.3142362326751602, y=-2.196946435759079, z=-0.059990764379486805), Vec3(x=0.3894091492875269, y=-1.2400255811309755, z=-1.4324428608102657), Vec3(x=-1.7136564109023062, y=0.02674503795993388, z=-0.5009914474481434), Vec3(x=-2.1949010075870063, y=0.21237917432964082, z=3.667277055666105), Vec3(x=1.5876591457320934, y=-0.06910142479873116, z=0.7202246845915141), Vec3(x=0.45893750272042766, y=2.600220748482162, z=-0.4315550973965401)] kJ/(nm mol)"
30,gdb9_21281,-35.821601744727005 kJ/mol,"[Vec3(x=0.6666240766504519, y=0.5502788560851144, z=-1.0057389233976437), Vec3(x=-1.5713158898138104, y=1.3361992196028325, z=2.6052964818638387), Vec3(x=0.6870053119655495, y=0.3724296010620378, z=-1.1660753089589662), Vec3(x=1.7878303746479105, y=1.3375158035921686, z=-2.682440975874016), Vec3(x=1.2115340267551886, y=0.5057913185150369, z=-1.6878451319305157), Vec3(x=-0.16054437564955748, y=-0.6604950813551227, z=0.14351040752312372), Vec3(x=-0.4702702522818143, y=-0.8880265706159065, z=0.6151178279637151), Vec3(x=-1.427608209040642, y=1.778855835266711, z=2.4155766761455197), Vec3(x=2.2094795663052835, y=-2.4610147853213697, z=0.3947211287597119), Vec3(x=-1.437123369587768, y=-2.3148562821750955, z=-1.9351268335370442), Vec3(x=-0.23095584110295064, y=0.3003476075953775, z=0.36754207289569507), Vec3(x=-0.1677710039176432, y=-0.35417073807580834, z=0.5983346402102825), Vec3(x=-0.5594831638828452, y=0.7555823556212928, z=1.0052106480447325), Vec3(x=-0.5374399940665526, y=-0.25848266284487664, z=0.33186263283236883)] kJ/(nm mol)","[Vec3(x=0.5898115969454043, y=0.9889952146429026, z=-0.8581535545298702), Vec3(x=-0.29747567301669164, y=-0.12698008813811157, z=0.5128366129797968), Vec3(x=-1.1809328935662506, y=-0.7457166135139346, z=1.7128625139592941), Vec3(x=0.3558985850684522, y=0.02294189374515554, z=-0.5561407783753012), Vec3(x=0.9897194899219102, y=0.7916371755437268, z=-1.3930423998531296), Vec3(x=0.10286626633186557, y=-0.5979014706166339, z=-0.2131024277140341), Vec3(x=-0.5608970890296305, y=1.3286349266008557, z=0.9432134985047185), Vec3(x=0.18537119214065, y=0.9744122762382972, z=-0.19647007864483612), Vec3(x=0.6549056492783549, y=-1.038578949082737, z=0.17310651099449892), Vec3(x=-0.498802460769479, y=-1.0119908060262013, z=-0.5654608344297829), Vec3(x=-0.3850755184673744, y=1.0483230559234293, z=0.6642897138178903), Vec3(x=0.06312898212370399, y=-0.2834801236188653, z=0.15498970986539362), Vec3(x=0.19331859417080466, y=-1.1066708048668694, z=-0.3417728443148107), Vec3(x=-0.21183624429446724, y=-0.24362187213347752, z=-0.037156595934156655)] kJ/(nm mol)"
31,gdb9_21282,-80.27807977411385 kJ/mol,"[Vec3(x=0.007334694849088663, y=-0.13004864472335953, z=0.22560071103908763), Vec3(x=0.38413504260174136, y=0.6130333713783216, z=-0.4324467710315618), Vec3(x=-1.0630674514826524, y=1.2293754206782523, z=-0.02638298986402532), Vec3(x=0.2369102759913062, y=-0.01727696594093686, z=-1.0279135767444902), Vec3(x=-1.3726488587852828, y=0.03946251779993304, z=0.10341723357947608), Vec3(x=-0.793229907215391, y=-1.541790844161369, z=-1.257894791658277), Vec3(x=0.31207619020551647, y=-1.1525030107754333, z=-0.3545771269816935), Vec3(x=1.6957013913963124, y=-0.41399618980972264, z=-0.7371216031606309), Vec3(x=-0.4731776382785746, y=-0.6838664040725, z=-0.443788963991691), Vec3(x=0.40736325685014485, y=0.35770159360489373, z=1.149325105546266), Vec3(x=1.6653726584754018, y=0.5440885593391798, z=0.18723114338795632), Vec3(x=-1.3055085971611788, y=-0.08333704310280154, z=0.15449654139696456), Vec3(x=-0.08857496346945481, y=0.6009848299617602, z=0.9119310533894804), Vec3(x=0.38733107216103235, y=0.6380736276947232, z=1.5481272537439565)] kJ/(nm mol)","[Vec3(x=1.4460370135744114, y=-0.3734242658215976, z=-0.5755742180941645), Vec3(x=-0.30565217173150927, y=-1.0973831094964908, z=0.9676741708156582), Vec3(x=-0.7235484862502517, y=-3.1404342506181138, z=-0.500018733115482), Vec3(x=-0.7073603534506674, y=-1.0293328566273203, z=0.10902159171158843), Vec3(x=-1.4425645591828697, y=-0.8465751774688997, z=-0.19442444334772224), Vec3(x=0.536099632057244, y=4.693960580533371, z=0.3125689493123147), Vec3(x=0.8480120846906516, y=2.9953126332120803, z=-2.8037302737866394), Vec3(x=-0.2641137648587488, y=-0.08713034799950492, z=0.7067459085107748), Vec3(x=2.947486891571266, y=0.9592930567669375, z=-0.009145233493463856), Vec3(x=-1.920735639013083, y=1.5252788245397415, z=0.2880106932762896), Vec3(x=-0.7018261397402501, y=-1.9552861134925603, z=-0.22658255580351216), Vec3(x=-1.5356425689382434, y=-1.069296998741038, z=-1.6509568449696719), Vec3(x=1.8915642804992672, y=-0.6075578101578003, z=3.2562850824916563), Vec3(x=-0.06778101475924814, y=0.03252815165538436, z=0.3201253998528921)] kJ/(nm mol)"
32,gdb9_21283,-65.89125718103867 kJ/mol,"[Vec3(x=-0.15792896100751364, y=-0.8992547659334349, z=0.023882987783051313), Vec3(x=-0.9408397171646641, y=-0.6107443424512553, z=-0.0131874143372821), Vec3(x=1.221067174518339, y=0.059012289852262256, z=-0.03541278082974664), Vec3(x=0.0618819261891872, y=-0.8582766595704925, z=-0.0666431714091964), Vec3(x=-1.253292068257565, y=1.0341466561372954, z=-0.09144134974019913), Vec3(x=1.3824237828309833, y=2.126491633193041, z=0.07052265876329855), Vec3(x=0.6380559393526255, y=2.722358611096354, z=0.11935146357404047), Vec3(x=0.8835453687346444, y=-0.6526109704659007, z=-0.08220122414191744), Vec3(x=-0.6300167281981501, y=0.2725874581177372, z=0.09191960091264528), Vec3(x=-0.8367181613442902, y=-1.5728247694136206, z=0.7014348201782141), Vec3(x=-0.960471718190715, y=-1.5917226251217365, z=-0.7369580382156755), Vec3(x=-0.5429188933694604, y=0.04503812912622607, z=0.06675439842223696), Vec3(x=1.1352289836255522, y=-0.07427598483747033, z=-0.04802594447066166)] kJ/(nm mol)","[Vec3(x=0.24021209339830563, y=0.10373209876198075, z=0.02371861756255722), Vec3(x=-0.7220298024574561, y=-0.5634554357545767, z=-0.00917654199914164), Vec3(x=-0.20543685042184734, y=-0.6631206077169054, z=-0.04053850807693138), Vec3(x=1.5812692209917714, y=-2.1908624700246264, z=-0.038003875762671946), Vec3(x=-3.0282212349977726, y=0.017114275814549273, z=-0.10156391354643013), Vec3(x=2.8893085436372985, y=2.0435850435378597, z=0.08692195885802612), Vec3(x=-0.6803272267424063, y=1.2355111667397978, z=0.11597044048795713), Vec3(x=-1.850121730452102, y=0.41518200432705044, z=-0.14131310288503052), Vec3(x=0.7691382227667027, y=1.0677499508436021, z=0.1060555763213209), Vec3(x=-0.6857280089176854, y=-1.3576839856311445, z=-0.5136305596678579), Vec3(x=-0.8428820084054252, y=-1.356030982583313, z=0.47889484791190995), Vec3(x=2.26654044598434, y=-0.31206570449370474, z=0.10168704606620205), Vec3(x=0.2682916870566032, y=1.5603446461793737, z=-0.06902037594449606)] kJ/(nm mol)"
33,gdb9_21284,-40.79775809318814 kJ/mol,"[Vec3(x=-2.1879859640562245, y=-0.9292673657921426, z=-0.10203707054718603), Vec3(x=1.457028653037412, y=2.082548614059988, z=0.0012548654311217433), Vec3(x=3.128037651412484, y=-2.7462240682216645, z=0.33253896237978076), Vec3(x=0.8105771030880078, y=0.8633757632326109, z=0.011477803271093379), Vec3(x=-0.1940636656603374, y=0.6434091902810692, z=-0.04072615422651449), Vec3(x=0.5126232966236444, y=-0.9089173688381607, z=0.08618537587780395), Vec3(x=-0.7632839143263368, y=2.15861501186248, z=-0.15101015461637957), Vec3(x=0.29992171458319206, y=3.0491257791213116, z=-0.12016122110185634), Vec3(x=-3.169597418709646, y=-2.0156511723677752, z=-0.12311119464993103), Vec3(x=-0.49142078481684237, y=-1.2226638860553987, z=-0.22137945607101095), Vec3(x=-0.5041207166831931, y=-1.2050615025338374, z=0.2731508305081416), Vec3(x=-0.4634423633347069, y=-0.8601106410921346, z=0.006521719898461953), Vec3(x=0.5251057867152653, y=0.8864242473669961, z=-0.7071400969668513), Vec3(x=1.227880095433374, y=1.9768263926675154, z=-0.015104307542817774), Vec3(x=0.4304695452409817, y=0.9406518258559871, z=0.6743054241103623), Vec3(x=-0.6177609666368085, y=-2.713045593202139, z=0.0952296376533166)] kJ/(nm mol)","[Vec3(x=0.006765376816062485, y=1.0022650469479473, z=-0.047378539939963105), Vec3(x=0.6954284193205353, y=-0.7523557495961768, z=0.0786287443148268), Vec3(x=2.8216495058380033, y=0.6732240875267905, z=0.15830101369549754), Vec3(x=0.9777478307186556, y=-0.4999103351833014, z=0.08336728707737517), Vec3(x=-2.065696391969851, y=-0.23232067704546466, z=-0.1227685755222554), Vec3(x=-0.4005684760956001, y=0.211393843624478, z=-0.021652427387010675), Vec3(x=-0.5092373027345047, y=-0.9249476153876799, z=0.0074402792830028375), Vec3(x=-0.5166282247110559, y=-2.09273189171131, z=0.05836607626541834), Vec3(x=-0.38659096894884115, y=1.3236460696254326, z=-0.09817527198254972), Vec3(x=0.32513188255937386, y=0.5629313894084653, z=-0.28539085038391754), Vec3(x=0.3072851516921151, y=0.5898352686277732, z=0.28025258890703064), Vec3(x=-0.3988665737735708, y=-1.4500509593099338, z=0.03875615192178605), Vec3(x=-0.3130603720281888, y=1.146973478758678, z=-0.6505895511742441), Vec3(x=0.8462842224522937, y=-0.8528763308013048, z=0.09085990845445302), Vec3(x=-0.3899150175604129, y=1.1909125471544257, z=0.4863623212312813), Vec3(x=-0.9997338299465923, y=0.10401707256994541, z=-0.05637954219094343)] kJ/(nm mol)"
34,gdb9_21285,-65.04581758596112 kJ/mol,"[Vec3(x=0.17827195939958074, y=-0.18547644171417232, z=0.07168067798109945), Vec3(x=-2.1313534890602455, y=-1.1055297164671742, z=-0.3125765495812516), Vec3(x=1.2574889696305007, y=0.5601256835420259, z=0.20276527254810617), Vec3(x=-0.2821265069782726, y=0.7994462563790208, z=-0.19064462032712015), Vec3(x=0.3320277553194444, y=3.2357850554081438, z=-0.4087016038435536), Vec3(x=2.0438652377248445, y=-0.23095706736813781, z=0.49127141306897215), Vec3(x=-0.5158116141941775, y=-1.5051476932014083, z=0.11897236946913381), Vec3(x=1.6135815205851145, y=-1.1313393626298023, z=0.547095030584245), Vec3(x=0.31298098579246414, y=-0.25813390319926866, z=0.10426829936606108), Vec3(x=-0.7530061760348907, y=-0.5891477383250905, z=-1.1104685215420638), Vec3(x=-1.1833736964118984, y=-0.2827183181608124, z=0.8031342079475117), Vec3(x=-1.674392077607763, y=2.829094227209623, z=-0.8247380307676764), Vec3(x=-2.919677053561305, y=1.6184713796320125, z=-0.9216049214416282), Vec3(x=1.9455989521774484, y=-1.9255571191144512, z=0.3552509932642973), Vec3(x=1.775987222049352, y=-1.8288687503675547, z=1.074284062344903)] kJ/(nm mol)","[Vec3(x=-0.7969409752744525, y=-0.230929399912835, z=-0.1492684410462175), Vec3(x=-0.35689675917313934, y=1.600146128330664, z=-0.3206828787127165), Vec3(x=1.1104110596773538, y=-2.351511971899214, z=0.6236621117023677), Vec3(x=-0.34016876363974546, y=1.1215068711961678, z=-0.2522163252902079), Vec3(x=0.8286947544147267, y=0.5211427644313602, z=0.10692535882865073), Vec3(x=-1.0153012292505252, y=2.159958957725422, z=-0.5500438217337233), Vec3(x=-0.1176124656847719, y=1.3613807731325025, z=-0.24073606408438764), Vec3(x=0.4347179077033765, y=0.8088789275408033, z=-0.02599567391115798), Vec3(x=-0.21432699587901283, y=-2.8208782687702367, z=0.38059658142827857), Vec3(x=-0.3653993456749838, y=-0.7832495287741317, z=-1.0070148072848397), Vec3(x=-0.7993674053733475, y=-0.48576261779943763, z=0.9334926895256963), Vec3(x=-1.9943232358244103, y=5.27846482438062, z=-1.268313727171332), Vec3(x=-0.3937200455623273, y=-1.381077723125614, z=0.11725390457327833), Vec3(x=0.8173939417582061, y=-1.592559985897747, z=6.05029914182003), Vec3(x=3.2028276368540602, y=-3.205503074838145, z=-4.3979576910159075)] kJ/(nm mol)"
35,gdb9_21286,-62.015862173066125 kJ/mol,"[Vec3(x=-0.09497371433864998, y=1.0020059643547512, z=0.41967934896482273), Vec3(x=0.054985841594259455, y=0.37192317321751034, z=0.609348178499971), Vec3(x=0.8117913011302562, y=-0.1754105370186494, z=0.42830789047326245), Vec3(x=-0.06119241681793852, y=1.9288329490296974, z=-0.5433925875319208), Vec3(x=0.11923759633744169, y=1.1177029672004721, z=-2.1478074392981945), Vec3(x=-1.0152470172087078, y=-0.5392195037391048, z=-2.0933823262232636), Vec3(x=0.5429581249493367, y=-0.9201866291610941, z=-1.5179108664715386), Vec3(x=0.9204397419262449, y=-0.8591727198427179, z=2.7545517180137473), Vec3(x=-0.09740312814157548, y=-0.4831713753353357, z=-2.5407107830214835), Vec3(x=-0.9007786228791996, y=2.5045247145440097, z=0.7723147533417603), Vec3(x=2.0689861709991018, y=1.4762059189160563, z=2.246647533405417), Vec3(x=-1.4847272671463543, y=-1.120241646711861, z=-0.5800872250009839), Vec3(x=-1.1559108373994604, y=0.5140818755958207, z=1.8780171945525694), Vec3(x=0.13784163566162988, y=-1.6057525475522425, z=1.0104100663368634), Vec3(x=0.15404838128108622, y=-3.212379857143958, z=-0.6959818890755622)] kJ/(nm mol)","[Vec3(x=0.5499531906623503, y=1.010441849287929, z=-0.05542843264282915), Vec3(x=-1.2805072662707744, y=2.5091075630234627, z=0.3526819841344597), Vec3(x=1.6724152254361684, y=-0.29263873106054916, z=-1.2709399876117384), Vec3(x=-1.7756302513767679, y=-2.2946887157280003, z=0.7492651905586385), Vec3(x=-0.6184584118845535, y=-0.911503990144368, z=-2.0357413120389154), Vec3(x=1.0515436082447422, y=-1.8685067608657846, z=-1.2585318688756644), Vec3(x=-0.8537266637744665, y=3.5163468474473234, z=1.0041079614408552), Vec3(x=0.7086417381976986, y=1.458302192563906, z=3.5281695869545633), Vec3(x=-0.13151753999063232, y=-1.0866759108063135, z=-1.20861739452301), Vec3(x=-1.410166397620067, y=1.1139174403604635, z=1.8185022372015887), Vec3(x=2.4003395352292944, y=0.16357978494448133, z=0.2359110543014804), Vec3(x=1.350765445678011, y=0.4546362046835384, z=-1.9085557815636172), Vec3(x=1.7246044493946684, y=-1.7070377241794858, z=1.9175550413910312), Vec3(x=-1.4454656888586896, y=-0.25372338125410465, z=-1.4677579238232439), Vec3(x=-1.9427919267411085, y=-1.811559529295323, z=-0.40061975885716183)] kJ/(nm mol)"
36,gdb9_21287,-80.78261681804491 kJ/mol,"[Vec3(x=0.17326874955812244, y=-0.39378421393911367, z=-0.375345722657066), Vec3(x=0.7883512744753602, y=-2.4084233978258567, z=-0.6306730627185289), Vec3(x=0.6381758442746559, y=-0.700625024973192, z=0.33025133975448284), Vec3(x=-0.5052743117153007, y=-0.43564918844913336, z=-0.7774630766771722), Vec3(x=-1.4879000542382812, y=3.174285311097293, z=2.302610525319551), Vec3(x=0.21644528305404265, y=-1.8562995260722914, z=1.2736085509627628), Vec3(x=1.8443066638868686, y=3.4582582070135004, z=-2.2763210491995665), Vec3(x=2.3323144281669954, y=-0.22774249256860912, z=-0.2875489021570843), Vec3(x=-1.168231277509598, y=2.595525847189869, z=-3.12356551342792), Vec3(x=-1.9306152176979516, y=2.7309695209306994, z=1.9179092916199671), Vec3(x=1.3573845863321488, y=0.44480132735072075, z=-0.4019658003817881), Vec3(x=-0.2549274441944078, y=0.11231581830310233, z=-0.16488080356322143), Vec3(x=-0.8604841892841932, y=-4.500898057923791, z=0.5708401366672717), Vec3(x=-1.1427714197641592, y=-1.9926258880987575, z=1.6426649646776674)] kJ/(nm mol)","[Vec3(x=0.7080902002481491, y=0.3731660415445788, z=0.5204149894498684), Vec3(x=-3.072147566612415, y=-3.1335343616395903, z=-0.9814572000144324), Vec3(x=-0.009230643306352704, y=1.8013365201375677, z=0.45679475471493447), Vec3(x=-1.4299308135036881, y=-0.45857370241407125, z=-3.4024211941695413), Vec3(x=-0.6401125500137113, y=1.316766005058554, z=2.6268475747397133), Vec3(x=3.0168442708036167, y=2.9140907626349986, z=-0.18158062573931488), Vec3(x=0.22126783829816077, y=-2.046838856820173, z=-2.595441375673772), Vec3(x=0.017602668381409003, y=-2.979437225521451, z=2.1174633894379085), Vec3(x=0.11227550352551585, y=2.910143141911732, z=-0.7412754234932386), Vec3(x=1.1586824998388359, y=0.2242455290989156, z=0.5789790349729032), Vec3(x=-0.5158490618051061, y=3.1462199623466915, z=-1.4536928396054147), Vec3(x=-0.2924805503440382, y=-0.8930145019048723, z=1.400106924295983), Vec3(x=0.42654315189874836, y=-2.4574913693192, z=-0.2994270907576819), Vec3(x=0.2984436220792901, y=-0.7171046479951713, z=1.9546824061215773)] kJ/(nm mol)"
37,gdb9_21288,-43.99830628597478 kJ/mol,"[Vec3(x=-1.1978980984592198, y=0.5484298083234478, z=-1.8629993734903891), Vec3(x=1.3004726029647884, y=1.055862066332793, z=2.4254784770174638), Vec3(x=0.03147782813306321, y=2.5345433470018293, z=0.24778171234753188), Vec3(x=1.8441070167855287, y=1.0016078209247326, z=3.0716897031323924), Vec3(x=1.1741385422492385, y=-0.20476402262031002, z=1.7784749676993954), Vec3(x=-1.1304972693434507, y=-1.2780996883267335, z=-1.9300024089464785), Vec3(x=0.8847314530745827, y=0.041493665214119346, z=1.477649334284962), Vec3(x=-0.9954817373973128, y=-0.5807198955018862, z=-1.6347220879180782), Vec3(x=-1.4543196295171938, y=0.0957122461091906, z=-1.585691521197841), Vec3(x=-0.8097972377858529, y=0.501694100453058, z=-1.4916203928945038), Vec3(x=-0.8932078487965542, y=0.30762542953365823, z=-2.107452026719608), Vec3(x=-0.15025775834048716, y=-3.228748979457265, z=-0.42143421088570676), Vec3(x=0.5374796166450011, y=-1.4039180278732601, z=0.6510927623753133), Vec3(x=-1.6657174492018552, y=0.6148095649644674, z=0.5391762821841448), Vec3(x=1.1911410556790365, y=0.7379411785402841, z=-1.240778557948337), Vec3(x=1.3336151744400428, y=-0.7434075784619125, z=2.083268887666746)] kJ/(nm mol)","[Vec3(x=-0.7909129207052707, y=-0.16382085425302684, z=-1.2732011887013819), Vec3(x=1.1394667011385025, y=-1.12963982444478, z=1.991834603031407), Vec3(x=-0.28088376963893325, y=1.5336651819533813, z=-0.2974265189684786), Vec3(x=0.6379397903352526, y=1.6308178706882757, z=1.1756866940877444), Vec3(x=-1.0919499205279237, y=0.8129561490036963, z=-1.7757232871203996), Vec3(x=-0.10440731713354978, y=0.9477046585693074, z=-0.1578697790949377), Vec3(x=-0.4899964896096787, y=-2.142988194332588, z=-0.8154086367343609), Vec3(x=-0.9511821952188484, y=-0.6535784467651524, z=-1.5563009422775167), Vec3(x=1.4047755930762635, y=-2.448484573708601, z=1.6972391864639462), Vec3(x=-0.30135623641592346, y=1.7210105900012351, z=-0.57288299132167), Vec3(x=0.9504110376702037, y=-2.2946408511109517, z=1.8260916453270069), Vec3(x=-0.7582934732480311, y=1.0504391787970917, z=-1.1451025230498217), Vec3(x=0.03345455072476966, y=0.7549366208285164, z=-0.04681331618118634), Vec3(x=-2.945750994721811, y=0.7622589912305777, z=0.8971125986069861), Vec3(x=2.076817201570605, y=0.9780112284259488, z=-2.2156747547222455), Vec3(x=1.4718648068209355, y=-1.3586627452535325, z=2.268448270560942)] kJ/(nm mol)"
38,gdb9_21289,-64.22641772439914 kJ/mol,"[Vec3(x=-0.3021068759620178, y=0.8041920340057231, z=0.29839982600391846), Vec3(x=1.664278545305848, y=-0.8098206118684175, z=0.06912593471984607), Vec3(x=0.7783047492255264, y=1.9387988346637712, z=-0.022360329452124184), Vec3(x=1.1577023388330758, y=0.05841190394505702, z=-0.6125917378616723), Vec3(x=3.556293757260107, y=0.7258844495611925, z=1.2936594280357487), Vec3(x=-2.671162503469361, y=-0.5083497655839437, z=-2.5161110781223055), Vec3(x=1.8096040201935963, y=-1.667140191908345, z=0.5917250306653496), Vec3(x=-1.0060096312022324, y=-1.9451628989490928, z=0.7395069819622684), Vec3(x=-0.2854081869849203, y=1.7368455789582073, z=0.3688035337428843), Vec3(x=0.2164389060921046, y=-0.8009293136222269, z=-0.7174294427400021), Vec3(x=-0.7765935248637241, y=-0.4465294531587549, z=0.7422787600379497), Vec3(x=-2.6808000125088824, y=-0.38654951380729585, z=-0.4084323768294722), Vec3(x=-0.044661749117523186, y=-0.5868785270282331, z=1.3332107405010114), Vec3(x=-1.8105722172602157, y=-1.067291977649944, z=0.8921672924957234), Vec3(x=0.39458557293508534, y=2.9544374364511725, z=-2.0519484951421125)] kJ/(nm mol)","[Vec3(x=0.6933822756033905, y=2.601395034012725, z=0.481026946399675), Vec3(x=0.6681305200801546, y=1.2162027712391819, z=-0.584893635453156), Vec3(x=0.44125332460043865, y=-1.327933109607784, z=-0.07055219992211592), Vec3(x=1.175965656240919, y=-2.9812127647999773, z=0.4976172110517112), Vec3(x=-0.9594977247775205, y=-1.2576128222127636, z=-0.423135587911165), Vec3(x=-0.4364324621918172, y=-1.7484212030686876, z=-0.4651804307920955), Vec3(x=-0.7302694848524993, y=0.4252436913942006, z=0.0032264434821813737), Vec3(x=-3.2631703254071738, y=-1.5653980766383597, z=-1.7941807201973674), Vec3(x=1.7935260810638276, y=2.303860166362046, z=0.9881230808487835), Vec3(x=1.5927961587199384, y=1.7008615540886147, z=-1.0683242113164368), Vec3(x=0.17461556055734562, y=4.16151810633318, z=0.6773685991051348), Vec3(x=0.7286506965088648, y=-2.6491126385580372, z=-0.5623931928314212), Vec3(x=-1.0962077435850404, y=0.6202546168467222, z=2.3482657146941284), Vec3(x=1.1614276204334146, y=1.5145190244762716, z=-0.16609860615394556), Vec3(x=-1.9441613315068764, y=-3.0141126130356497, z=0.139133494722528)] kJ/(nm mol)"
39,gdb9_21290,-58.795658485831595 kJ/mol,"[Vec3(x=-0.9383311559570444, y=-0.3322428064454641, z=0.02662164277838741), Vec3(x=1.1278689845792655, y=1.347805820927647, z=-0.012380850507828), Vec3(x=4.563901226038041, y=-3.0865426745059494, z=-0.21017386138308236), Vec3(x=0.7982898706457036, y=-1.880558401554067, z=-0.06625245759230047), Vec3(x=0.47752343724525304, y=-2.7374196282952, z=0.013138321649127427), Vec3(x=1.1714884056426627, y=0.3723350839602517, z=-0.07275728214890442), Vec3(x=-2.658118017182293, y=1.3527506343739617, z=0.04662591983223763), Vec3(x=0.5839396649628839, y=1.1970895417355791, z=-0.021650221629585076), Vec3(x=-3.782223733194737, y=0.4476405682488078, z=0.24717823586221388), Vec3(x=2.0573691334127755, y=0.90766306587504, z=-0.20201269687087553), Vec3(x=1.9324334354049233, y=0.9858287431151265, z=-0.05087173942209944), Vec3(x=-0.24800636335771742, y=0.8191208303060193, z=0.048767335646829224), Vec3(x=-2.3694883695901865, y=-0.3207133456379694, z=0.07785848240909843), Vec3(x=-2.716513004245371, y=0.9270656613106212, z=0.1759227910380936)] kJ/(nm mol)","[Vec3(x=-1.2061259300386311, y=0.3867080858261396, z=0.053069197568330395), Vec3(x=0.5760670190306882, y=-1.4515171008713423, z=-0.033363072564743135), Vec3(x=0.2192417588156843, y=-0.47981110107305547, z=0.02853963067380666), Vec3(x=0.9716007309935435, y=-1.2035529844266364, z=-0.02103400524336152), Vec3(x=2.8240792854005576, y=-0.328143562175498, z=-0.08098551984995428), Vec3(x=-1.2527813946454103, y=0.777712011847882, z=0.05210452195198556), Vec3(x=-0.28988857552309355, y=-0.5884461905947092, z=-0.038282327046228914), Vec3(x=-1.0074327920304142, y=0.5229999028192083, z=0.00872114135505253), Vec3(x=-1.0346341519684934, y=0.41521288063439954, z=0.12034632443682547), Vec3(x=-0.04526304488650901, y=0.23232159871685099, z=-1.725442079412673), Vec3(x=-0.03295582390741103, y=0.2131651979305076, z=1.60467987421851), Vec3(x=-0.9895562810653189, y=1.5102241389487432, z=0.10087226172191244), Vec3(x=-0.27819856325132264, y=-0.22987685528762825, z=-0.009348127797517591), Vec3(x=1.5458568229821879, y=0.2229596318492213, z=-0.05987686633761058)] kJ/(nm mol)"
